SITE|STONE|INSCRIPTIO|READING|BIB_REF|PAGES|VALUE
LDYSI|1|1|5|Rhys/1905|33|read
LDYSI|2|1|1|Macalister/1945|417|read
LDYSI|2|1|2|Nash-Williams/1950|188|read
LDYSI|2|1|3|Rhys/1873|7|read
LDYSI|2|1|4|Westwood/1860|56|read
LDYSI|2|1|4|Westwood/1879|113|read
LDYSI|3|1|1|Anon/1898|275|read
LDYSI|3|1|2|Macalister/1945|417|read
LDYSI|3|1|3|Nash-Williams/1950|188|read
LDYSL|1|1|1|Macalister/1922|213|read
LDYSL|1|1|1|Macalister/1945|335|read
LDYSL|1|1|2|Nash-Williams/1950|100|read
LDYSL|1|1|3|Westwood/1879|134|read
LDYSL|1|1|4|Westwood/1879|134|cdisc
LDYSL|1|2|1|Macalister/1922|213|read
LDYSL|1|2|1|Macalister/1945|335|read
LEGAN|1|1|1|Macalister/1945|38--39|cdisc
LEGAN|1|1|1|Ziegler/1994|255|read
LEMAN|1|1|1|Macalister/1949|77|cdisc
LEMAN|2|1|1|Macalister/1949|77|minor
LEMAN|3|1|1|Macalister/1949|78, Plate XLII|cdisc
LETER|1|1|1|Macalister/1945|232|cdisc
LETER|1|1|1|Ziegler/1994|272|list
LETER|1|1|2|Sullivan/Sheehan/1996|245|cdisc
LETWE|1|1|1|Macalister/1945|233|read
LETWE|1|1|1|Ziegler/1994|272|list
LETWE|1|1|2|Sullivan/Sheehan/1996|305|cdisc
LFAEL|1|1|2|Edwards/1986|23|read
LFAEL|1|1|4|Radford/1937b|civ|read
LFAEL|2|1|1|Jackson/1953|621|read
LFAEL|2|1|1|Macalister/1945|306-307|read
LFAEL|2|1|1|Nash-Williams/1950|55|read
LFAEL|2|1|1|RCAHMW/1937|civ, 65|read
LFAEL|2|1|1|Rhys/1879|363|read
LFAEL|2|1|1|Westwood/1879|192|read
LFGLN|1|1|1|Westwood/1855|8|read
LFGLN|1|1|2|Rhys/1873|10|read
LFGLN|1|1|3|Macalister/1945|364|read
LFGLN|1|1|4|Nash-Williams/1950|88|read
LFGLN|1|1|5|Huebner/1876|51|read
LFIC1|1|1|1|Westwood/1871|261--62|cdisc
LFIC1|1|1|1|Westwood/1876|55|cdisc
LFIC1|1|1|2|Macalister/1945|322|read
LFIC1|1|1|3|Nash-Williams/1950|74|cdisc
LFIHA|1|1|1|Huebner/1876|32|minor
LFIHA|1|1|1|Macalister/1945|352--353|cdisc
LFIHA|1|1|2|Nash-Williams/1950|115, Pl. XI|cdisc
LFRN1|1|1|1|Macalister/1945|417|read
LFRN1|1|1|1|Nash-Williams/1950|188|read
LFRN1|1|1|1|RCHAMW/1925|167|read
LFRN2|1|1|1|Macalister/1945|418--420|read
LFRN2|1|1|2|Nash-Williams/1950|188|read
LFRN2|1|1|3|Rhys/1910|329|read
LFRN2|1|1|4|Rhys/1913|385--390|read
LFRN2|1|1|5|Macalister/1922b|23|read
LFRYN|1|1|1|Hubner/1876|17|minor
LFRYN|1|1|1|Macalister/1949|136|minor
LFRYN|1|1|1|Westwood/1876|70|read
LFRYN|1|1|2|Nash-Williams/1950|74|read
LGADW|1|1|1|Macalister/1949|129|read
LGELR|1|1|1|Macalister/1945|354--355|read
LGELR|1|1|1|Nash-Williams/1950|116|read
LGELR|1|1|1|Rhys/1875|371|read
LGELR|1|1|1|Rhys/1907|297|read
LGELR|1|1|1|Thomas/1994|75|read
LGELR|1|2|1|Nash-Williams/1950|116|read
LGELR|1|2|1|Rhys/1907|304|read
LGELR|1|2|2|Macalister/1945|355--356|read
LGFNI|1|1|1|RCHAMW/1937|cvi|read
LGFNI|1|1|2|Nash-Williams/1950|59|read
LGFNI|1|1|3|Huebner/1876|53|read
LGFNI|1|1|3|Westwood/1856|146|read
LGFNI|1|1|3|Westwood/1879|189|read
LGFNI|1|1|4|Macalister/1928|302|read
LGFNI|1|1|4|Macalister/1930|459--460|read
LGFNI|1|1|4|Macalister/1945|307--308|read
LGFNI|2|1|1|Macalister/1945|308|read
LGFNI|2|1|2|Nash-Williams/1950|59|read
LGIAN|1|1|1|Jones/Westwood/1848|106|read
LGIAN|1|1|1|Westwood/1876|179|read
LGIAN|1|1|2|Macalister/1945|88--90|read
LGIAN|1|1|3|Nash-Williams/1950|90|read
LGIAN|1|1|4|RCAHMW/1964|64|read
LGLEB|1|1|1|Macalister/1949|70|read
LGORS|1|1|1|Macalister/1922|202|read
LGORS|1|1|1|Macalister/1945|323|read
LGORS|1|1|2|Nash-Williams/1950|76|cdisc
LGORS|2|1|1|Westwood/1876|61|cdisc
LGORS|2|1|2|Macalister/1922|201|minor
LGORS|2|1|2|Macalister/1949|136|cdisc
LGWYR|1|1|1|Nash-Williams/1950|100|read
LGYFL|1|1|1|Nash-Williams/1950|137|read
LGYFL|1|1|2|RCHAMW/1976|42|read
LGYFL|1|1|3|Macalister/1949|155 and pl. L|read
LHADN|1|1|1|Macalister/1945|459|read
LHADN|1|1|2|Okasha/1993|131--132|read
LHADN|1|1|3|Langdon/Allen/1895|57|read
LHADN|2|1|1|Okasha/1993|131--132|read
LHAML|1|1|1|Westwood/1876|68|cdisc
LHAML|1|1|2|Macalister/1922|206|cdisc
LHAML|1|1|2|Macalister/1949|137|cdisc
LHAML|1|1|3|Nash-Williams/1950|77|cdisc
LHAML|1|2|1|Westwood/1876|68|cdisc
LHAML|1|2|2|Macalister/1922|206|cdisc
LHAML|1|2|2|Macalister/1949|137|cdisc
LHAML|1|2|3|Nash-Williams/1950|77|cdisc
LHANE|1|1|1|Power/etal/1997|169|read
LHANE|2|1|1|Power/etal/1997|169|read
LHERN|1|1|1|Macalister/1949|178--179|read
LHERN|1|1|2|Okasha/1993|136|read
LHERN|1|2|1|Macalister/1949|179|read
LHERN|1|2|2|Okasha/1993|136|read
LILTE|1|1|1|RCHAMW/1976|38|read
LILTE|1|1|2|Nash-Williams/1950|138|read
LILTE|1|1|3|Westwood/1871|260|read
LILTE|1|1|3|Westwood/1879|7|read
LILTE|1|1|4|Macalister/1949|165|read
LISMR|1|1|1|Macalister/1949|108, pl. XLIV|read
LISMR|1|1|2|Petrie/1878|31, Fig. 42|read
LISMR|2|1|1|Macalister/1949|108, pl. XLIV|read
LISMR|3|1|1|Macalister/1949|108, pl. XLIV|read
LISMR|4|1|1|Macalister/1949|108, pl. XLIV|read
LISMR|5|1|1|Macalister/1949|108, pl. XLIV|read
LISMR|6|1|1|Macalister/1949|109, pl. XLIV|cdisc
LIVET|1|1|1|Macalister/1945|442|read
LIVET|1|1|2|Okasha/1993|140|read
LIVET|1|1|3|Thomas/1994|265|read
LLLEO|1|1|1|Macalister/1949|138|cdisc
LLLEO|1|1|2|Nash-Williams/1950|77|cdisc
LLLWY|1|1|1|Macalister/1949|143|read
LLLWY|1|1|1|Nash-Williams/1950|116|read
LLLWY|1|1|1|Stepney-Gulston/1908|236|read
LLLYR|1|1|1|Macalister/1949|140 and fig.|read
LLLYR|1|1|2|Handley/1999b|inc|read
LLLYR|1|1|2|Nash-Williams/1950|100|read
LLLYR|1|1|3|Rhys/1873|5|read
LLLYR|1|1|4|Rhys/1896|120f.|read
LLLYR|1|1|4|Rhys/1905|54--55|read
LLNDG|1|1|1|Macalister/1945|393 and fig.|cdisc
LLNDG|1|1|2|Nash-Williams/1950|169|cdisc
LLNDG|1|1|3|Lhwyd/1910|96|read
LLNDG|2|1|1|Drinkwater/1893|188--189|read
LLNDG|2|1|2|Macalister/1945|393|cdisc
LLNDG|2|1|3|Nash-Williams/1950|169|cdisc
LLNFR|1|1|1|Vaughan/1850|204|read
LLNFR|1|1|2|Macalister/1945|394|cdisc
LLNFR|1|1|3|Nash-Williams/1950|170|cdisc
LLNFR|1|1|4|Rhys/1873|11|read
LLNR1|1|1|1|Westwood/1879|183|read
LLNR1|1|1|2|Huebner/1876|49|read
LLNR1|1|1|3|Macalister/1945|366|read
LLNR1|1|1|4|Nash-Williams/1950|90|read
LLNR2|1|1|1|Anon/1877|329|read
LLNR2|1|1|2|Westwood/1879|181|read
LLNR2|1|1|3|Macalister/1945|366|read
LLNR2|1|1|4|Nash-Williams/1950|90|read
LLNR2|1|1|5|Rhys/1905|84|read
LLNR3|1|1|1|Parry/Westwood/1847|203|read
LLNR3|1|1|2|Hubner/1876|49|read
LLNR3|1|1|3|Breese/1925|385--386|read
LLNR3|1|1|4|Nash-Williams/1938|35|read
LLNR3|1|1|4|Nash-Williams/1950|90|read
LLNR3|1|1|5|Macalister/1945|368|read
LLNR3|2|1|1|Parry/Westwood/1847|202|read
LLNR3|2|1|2|Parry/Westwood/1847|203|read
LLNR3|2|1|3|Huebner/1876|49|read
LLNR3|2|1|4|Breese/1925|386|read
LLNR3|2|1|5|Nash-Williams/1938|35|read
LLNR3|2|1|5|Nash-Williams/1950|90|read
LLNR3|2|1|6|Macalister/1945|367|read
LLNR3|2|1|7|Macalister/1945|367|read
LMADC|1|1|1|RCHAMW/1976|36|read
LMADC|1|1|2|Nash-Williams/1950|138|read
LMADC|1|1|3|Macalister/1945|382|read
LMADC|1|1|4|Westwood/1879|49|read
LMNGH|1|1|1|Macalister/1945|221--222|read
LMNGH|1|1|1|Ziegler/1994|271|list
LNFYL|1|1|1|Macalister/1945|398--99|cdisc
LNFYL|1|1|2|Nash-Williams/1950|178|cdisc
LNFYL|1|1|3|Westwood/1876|153|cdisc
LNFYL|1|1|4|Rhys/1905|90|cdisc
LNGAN|1|1|1|Macalister/1945|354--355|read
LNGAN|1|1|2|Nash-Williams/1950|190|read
LNRDN|1|1|1|RCHAMW/1976|39|read
LOHED|1|1|1|Forsyth/1996|376--377|sdisc
LOHED|1|2|1|Forsyth/1996|377--379|sdisc
LOHED|1|2|2|Forsyth/1996|379|cdisc
LONAW|1|1|1|Forsyth/1996|5520--525|cdisc
LOUGH|1|1|1|Macalister/1928|298|read
LOUGH|1|1|1|Macalister/1945|382|read
LOUGH|1|1|2|RCHAMW/1976|37|read
LOUGH|1|1|3|Nash-Williams/1950|146|read
LOUGH|1|1|4|Rhys/1895|182|read
LOUGH|1|1|5|Rhys/1873a|198|read
LOUGH|1|1|6|Brash/1873|287|read
LOUGH|1|1|7|Jones/1869|261|read
LPHIN|1|1|1|Forsyth/1996|393--400|sdisc
LSADW|1|1|1|Macalister/1945|310|read
LSADW|1|1|2|Nash-Williams/1950|61|read
LSADW|1|1|3|Radford/1937b|cix|cdisc
LSADW|1|1|4|Huebner/1876|53|read
LSADY|1|1|1|Anon/1920|vi|read
LSADY|1|1|1|Ed/1920|191|read
LSADY|1|1|1|Macalister/1922|22|read
LSADY|1|1|1|Macalister/1945|357|read
LSADY|1|1|1|Nash-Williams/1950|116|read
LTING|1|1|1|Forsyth/1996|405--419|sdisc
LTRIS|1|1|1|Nash-Williams/1950|65|cdisc
LTRIS|1|1|2|Slater/1728, BM AD MSS 1|fol. 216|read
LTWIT|1|1|1|Nash-Williams/1950|140|read
LTWIT|1|1|2|RCHAMW/1976|49|read
LTWIT|1|1|3|Westwood/1879|11--12|read
LTWIT|1|1|4|Macalister/1949|156, pl. LV|read
LTWIT|1|1|5|RomillyAllen/1889|121--122|read
LTWIT|1|1|6|RomillyAllen/1893|328|read
LTWIT|2|1|1|Nash-Williams/1950|142|read
LTWIT|2|1|2|RCHAMW/1976|50|read
LTWIT|2|1|3|Macalister/1949|157|read
LTWIT|2|1|4|Westwood/1879|10|read
LTWIT|2|1|5|RomillyAllen/1889|121--122|read
LTWIT|2|1|6|RomillyAllen/1893|327 and plate|read
LTWIT|2|1|7|Rhys/1899|151 & figs.|read
LTWIT|2|2|1|Nash-Williams/1950|142|read
LTWIT|2|2|2|RCHAMW/1976|50|read
LTWIT|2|2|3|Macalister/1949|157|read
LTWIT|2|2|4|Westwood/1879|10|read
LTWIT|2|2|5|Rhys/1889|121|read
LTWIT|2|2|7|Rhys/1899|151--152 & figs.|read
LTWIT|3|1|1|Nash-Williams/1950|144|read
LTWIT|3|1|2|RCHAMW/1976|59|read
LTWIT|3|1|3|Westwood/1879|13 and fig.|read
LTWIT|3|1|4|Macalister/1949|156|read
LTWIT|3|1|5|RomillyAllen/1889|122|read
LTWIT|3|1|6|RomillyAllen/1893|330|read
LUGUL|1|1|1|Macalister/1945|183--184|read
LUGUL|1|1|1|Ziegler/1994|268|list
LUGUL|1|1|2|McManus/1991|65|read
LUGUL|1|1|3|Cuppage/etal/1986|255|read
LUGUL|2|1|1|Macalister/1945|184|read
LUGUL|2|1|1|Ziegler/1994|268|list
LUGUL|2|1|2|McManus/1991|65|read
LUGUL|2|1|3|Cuppage/etal/1986|255|read
LUNDY|1|1|1|Okasha/1993|156|read
LUNDY|1|1|2|Thomas/1969|139|read
LUNDY|1|1|2|Thomas/1994|165--66|read
LUNDY|2|1|1|Okasha/1993|158--60|read
LUNDY|2|1|2|Thomas/1969|139|read
LUNDY|2|1|2|Thomas/1994|288|read
LUNDY|3|1|1|Okasha/1993|161, 163|read
LUNDY|3|1|2|Thomas/1994|166|read
LUNDY|3|1|3|Thomas/1969|139|read
LUNDY|4|1|1|Okasha/1993|164--165|read
LUNDY|4|1|2|Thomas/1969|139|read
LUNDY|4|1|2|Thomas/1994|166|read
LUSTL|1|1|1|Macalister/1945|470|read
LUSTL|1|1|1|Swanton/Pearce/1982|139--140|read
LUSTL|1|1|2|Okasha/1993|167--169|read
LUSTL|1|1|3|Thomas/1994|281|read
LUWCH|1|1|1|Macalister/1945|395|minor
LUWCH|1|1|2|Macalister/1945|395|list
LUWCH|1|1|2|Rhys/1905|14|cdisc
LUWCH|1|1|3|Nash-Williams/1950|170|cdisc
LVEYN|1|1|1|RomillyAlllen/1902|239|cdisc
LVEYN|1|1|2|Macalister/1949|189|cdisc
LVEYN|1|2|1|RomillyAllen/1902|239, plate|cdisc
LVEYN|1|2|2|Macalister/1949|189|cdisc
LVEYN|2|1|1|Macalister/1945|475|read
LWNCC|1|1|1|Thomas/1994|330|read
LWNCK|1|1|1|Langdon/Allen/1895|53|read
LWNCK|1|1|2|Macalister/1945|443--444|read
LWNCK|1|1|3|Okasha/1993|146--148|read
LWNCK|1|1|4|Thomas/1994|262--263|read
LWNCK|1|2|1|Langdon/Allen/1895|53|read
LWNCK|1|2|2|Macalister/1945|444|read
LWNCK|1|2|3|Okasha/1993|146--148|read
LWNCK|1|2|4|Thomas/1994|262--63|read
LWNCK|2|1|1|Langdon/Allen/1895|53, fig. 2|other
LWNCK|2|1|2|Macalister/1945|444|read
LWNCK|2|1|2|Thomas/1994|263|read
LWNCK|2|1|3|Okasha/1993|152|sdisc
LWNCK|2|2|1|Macalister/1945|444|read
LWNCK|2|2|2|Okasha/1993|152|read
LWNCK|2|2|3|Thomas/1994|262--263|read
LWNCK|2|3|1|Macalister/1945|444|read
LWNCK|2|3|2|Okasha/1993|152|read
LWNCK|2|3|3|Thomas/1994|262--263|read
LWNIO|1|1|1|Francis/1867|446|read
LWNIO|1|1|1|Huebner/1876|31|read
LWNIO|1|1|2|Rhys/1877|139--140|read
LWNIO|1|1|3|Anon/1919c|2b|read
LWNIO|1|1|3|Nash-Williams/1950|118|read
LWNIO|1|1|3|Westwood/1879|91|read
LWNIO|1|1|4|Jackson/1953|180--181|read
LWNIO|1|1|4|Macalister/1945|359--360|read
LWNIO|1|1|4|McManus/1991|63|read
LWNIO|1|1|4|Thomas/1994|75|read
LWNIO|1|2|1|Francis/1867|446|read
LWNIO|1|2|2|Rhys/1877|140|read
LWNIO|1|2|2|Westwood/1879|91|read
LWNIO|1|2|3|Macalister/1945|360|read
LWNIO|1|2|4|Jackson/1953|180-181|read
LWNIO|1|2|4|Nash-Williams/1950|118|read
LWNIO|1|2|4|RCAHMW/1917|201|read
LWNIO|1|2|5|McManus/1991|97|read
LWNNW|1|1|1|Macalister/1949|141, Plate II|read
LWNNW|1|1|2|Nash-Williams/1950|100--102|read
LWNNW|1|1|3|Westwood/1879|144|read
LYCHR|1|1|1|Nash-Williams/1950|191|read
LYCHR|1|1|2|Macalister/1945|421|read
LYMWD|1|1|1|Macalister/1945|395|cdisc
LYNTN|1|1|1|Okasha/1993|173|read
LYNTN|1|1|2|Chanter/1913|271, 275|read
LYNTN|1|1|2|Thomas/1994|288--289|read
MADR1|1|1|1|Macalister/1945|445--446|read
MADR1|1|1|2|Okasha/1993|176|read
MADR1|1|1|3|Thomas/1994|283 (Fig 17.5) & 286|read
MADR2|1|1|1|Macalister/1949|179|read
MADR2|1|1|2|Okasha/1993|179--180|read
MADR2|1|1|3|Thomas/1994|290--91, Fig. 17.13|read
MADR2|2|1|1|Macalister/1949|180|read
MAINS|1|1|1|Forsyth/1998|61, note 89|minor
MANGE|1|1|1|Macalister/1945|217|read
MARG1|1|1|1|Nash-Williams/1950|146|read
MARG1|1|1|2|RCHAMW/1976|37|read
MARG1|1|1|3|Westwood/1879|23|read
MARG1|1|1|4|Macalister/1945|385|read
MARG1|1|1|5|Rhys/1873|8|read
MARG1|1|1|5|Rhys/1905|79|read
MARG2|1|1|1|RCHAMW/1976|48|read
MARG2|1|1|2|Nash-Williams/1950|146|read
MARG2|1|1|3|Westwood/1879|29|read
MARG2|1|1|4|Rhys/1873|8|read
MARG2|1|1|4|Rhys/1899|139|read
MARG2|1|1|5|Macalister/1949|157|read
MARG2|2|1|1|RCHAMW/1976|49|read
MARG2|2|1|2|Nash-Williams/1950|148|read
MARG2|2|1|3|Westwood/1879|25|read
MARG2|2|1|4|Rhys/1899|142--143|read
MARG2|2|1|5|Rhys/1873|8|read
MARG2|2|1|6|Macalister/1949|157|read
MARG2|3|1|1|RCHAMW/1976|48|read
MARG2|3|1|2|Nash-Williams/1950|148|read
MARG2|3|1|4|Rhys/1899|140--141|read
MARG2|3|1|4|Rhys/1905|28|read
MARG2|3|1|5|Macalister/1949|159, pl. LVII|read
MARG2|3|2|1|RCHAMW/1976|48|read
MARG2|3|2|2|Nash-Williams/1950|148|read
MARG2|3|2|3|Macalister/1949|159|read
MARG3|1|1|1|RCHAMW/1976|53|read
MARG3|1|1|2|Nash-Williams/1950|152|read
MARG3|1|1|3|Westwood/1879|29|read
MARG3|1|1|4|Rhys/1899|137|read
MARG3|1|1|5|Anon/1928|395|read
MARG3|1|1|6|Macalister/1949|159--160, pl. LVII|read
MARG3|2|1|1|RCHAMW/1976|53|read
MARG3|2|1|2|Nash-Williams/1950|154|read
MARG3|2|1|3|Westwood/1879|30|read
MARG3|2|1|4|Rhys/1899|138|read
MARG3|2|1|4|Rhys/1905|35|read
MARG3|2|1|5|Macalister/1949|160, pl. LVII|read
MARLY|1|1|1|Macalister/1949|31|read
MAUGH|1|1|1|Kermode/1907|109|read
MAUGH|1|1|1|Kermode/Herdman/1914|94|read
MAUGH|2|1|1|Kermode/1907|214|read
MAUGH|2|2|1|Kermode/1907|213-214|read
MAUGH|2|2|1|Macalister/1945|483|read
MAUGH|3|1|1|Cubbon/1971|9|read
MAUGH|3|1|2|Cubbon/1966|26|read
MAUGH|3|1|2|Cubbon/1982|262|read
MAUGH|3|2|1|Cubbon/1966|26|read
MAUGH|4|1|1|Kermode/1907|74, 111|read
MAUGH|4|1|2|Kermode/1910-1911|5|read
MAUGH|4|1|3|Allan/1930|11|read
MAUGH|4|1|4|Collingwood/1927|137|read
MAUGH|4|1|5|Cubbon/1982|261|read
MAUGH|4|1|6|Kermode/1902a|126-127|read
MAUGH|4|1|7|Macalister/1949|190|read
MAUGH|4|2|1|Kermode/1907|74|read
MAUGH|4|2|2|Kermode/1910-1911|350|read
MAUGH|4|2|3|Allan/1930|11|read
MAUGH|4|2|4|Cubbon/1982|261|read
MAUGH|4|2|5|Macalister/1949|190|read
MAUIG|1|1|1|Cuppage/etal/1986|333--334|read
MAUIG|1|1|1|Macalister/1945|186--188|read
MAWGN|1|1|1|Macalister/1945|447|read
MAWGN|1|1|2|Okasha/1993|185--187|read
MAWGN|1|1|3|Thomas/1994|284|read
MBOIC|2|1|1|Macalister/1949|32|read
MBOIC|2|1|2|Roe/1981|11|read
MEELK|1|1|1|Macalister/1949|11--12|cdisc
MELIN|1|1|1|Macalister/1945|422|read
MELIN|1|1|2|Nash-Williams/1950|195|read
MELIN|1|1|3|Nash-Williams/1950|195|read
MMAWR|1|1|1|Westwood/1856|251, 319--320|cdisc
MMAWR|1|1|1|Westwood/1879|8|read
MMAWR|1|1|2|Anon/1928|366--367|read
MMAWR|1|1|2|Macalister/1945|389|read
MMAWR|1|1|3|Nash-Williams/1950|154|read
MMAWR|1|1|4|RCHAMW/1976|37|read
MMAWR|1|1|5|Rhys/1873|9|read
MMWR2|1|1|1|Westwood/1876|16|cdisc
MMWR2|1|1|2|Rhys/1873|158--160|sdisc
MMWR2|1|1|3|Macalister/1949|162|cdisc
MMWR2|1|1|4|Nash-Williams/1950|154|cdisc
MMWR2|1|1|5|RCHAMW/1976|57|cdisc
MMWR3|1|1|1|Westwood/1879|18|read
MMWR3|1|1|2|Rhys/1899|156|read
MMWR3|1|1|3|Anon/1928|370--371|read
MMWR3|1|1|3|Macalister/1949|161 & pl. LIX|read
MMWR3|1|1|4|Nash-Williams/1950|155|read
MMWR3|1|1|5|RCHAMW/1976|57|read
MMWR3|1|1|6|Rhys/1905|39--49|read
MNCLO|1|1|1|Macalister/1945|421--422|read
MNCLO|1|1|2|NashWilliams/1950|193|read
MNCLO|1|1|3|Westwood/1879|86|read
MNTRI|1|1|1|Macalister/1945|120|read
MNTRI|1|1|1|Power/etal/1997|167|read
MNTRI|2|1|1|Macalister/1945|120--121|read
MNTRI|2|1|1|Power/etal/1997|170|read
MNTRU|1|1|1|Macalister/1945|254|read
MONAI|1|1|1|Petrie/1878|36, Fig. 49|read
MONAI|1|1|2|Macalister/1949|102|cdisc
MONAI|2|1|1|Petrie/1878|37|read
MONAI|2|1|2|Macalister/1949|102|cdisc
MONAI|3|1|1|Petrie/1878|37, fig. 51|cdisc
MONAI|3|1|2|Macalister/1949|102|read
MONAT|1|1|1|Macalister/1945|116--117|read
MONAT|1|2|1|Macalister/1945|117--118|read
MONAT|2|1|1|Macalister/1945|118|read
MONAT|2|1|1|McManus/1991|65|read
MONAT|3|1|1|Macalister/1945|119|read
MONAT|4|1|1|Macalister/1945|119|read
MRAME|1|1|1|Cuppage/etal/1986|256|read
MRAME|1|1|1|Macalister/1945|185|read
MRAME|1|1|1|McManus/1991|65|read
MRSTN|1|1|1|Cuppage/etal/1996|335|read
MRSTN|1|1|1|Macalister/1949|97|read
MRTHR|1|1|1|Huebner/1876|88|read
MRTHR|1|1|1|Macalister/1945|361|read
MRTHR|1|1|1|Rhys/1877b|138|read
MRTHR|1|1|1|Westwood/1879|97--98|read
MRTHR|1|1|2|Nash-Williams/1950|118|read
MTDFL|1|1|1|RCHAMW/1976|9|read
MTDFL|1|1|2|Westwood/1879|5|read
MTDFL|1|1|3|Macalister/1949|163|read
MTDFL|1|1|4|Nash-Williams/1950|157|read
MTDFL|1|1|5|RCHAMW/1976|40|read
MTHRY|1|1|1|Macalister/1945|422|read
MTHRY|1|1|2|Nash-Williams/1937|326|read
MTHRY|1|1|2|NashWilliams/1950|195|read
MTHRY|1|2|1|Nash-Williams/1937|326|read
MTHRY|1|2|1|NashWilliams/1950|195|read
MTHRY|1|2|2|Macalister/1945|422|read
MUSIC|1|1|1|Macalister/1945|131|read
MVILE|1|1|1|Macalister/1949|121|read
MVILE|1|1|2|Petrie/1878|72|read
MWROG|1|1|1|Westwood/1876|157|cdisc
MWROG|1|1|2|Nash-Williams/1950|172, Plate XIV|cdisc
NANSW|1|1|1|Macalister/1945|450|read
NANSW|1|1|2|Okasha/1993|191|read
NANSW|1|1|3|Thomas/1994|262, 307|read
NANTC|1|1|1|Webley/1958|124 & plate|read
NANTD|1|1|1|Westwood/1876|55|read
NANTD|1|1|2|Westwood/1876|55|read
NANTD|1|1|3|Hubner/1876|19|read
NANTD|1|1|5|Macalister/1945|319|cdisc
NANTD|1|1|6|Nash-Williams/1950|79|cdisc
NBRGH|1|1|1|Nash-Williams/1950|65|read
NBRGH|1|1|2|Macalister/1949|129|cdisc
NBRGH|1|1|3|RCAHMW/1937|89|read
NBRGH|1|1|4|Radford/1937|cvi|read
NBRTH|1|1|1|Macalister/1945|423|read
NBRTH|1|1|2|Nash-Williams/1950|195|read
NEVRN|1|1|1|Macalister/1945|424 and fig|read
NEVRN|1|1|2|Nash-Williams/1950|197|read
NEVRN|1|1|3|Rhys/1907|83--84|read
NEVRN|1|1|4|Rhys/1910|328--329|read
NEVRN|1|1|4|Rhys/1913|376--378|read
NEVRN|1|2|1|Macalister/1945|424|read
NEVRN|1|2|2|Nash-Williams/1950|197|read
NEVRN|1|2|3|Rhys/1907|83--84|read
NEVRN|1|2|4|Rhys/1910|328--329|read
NEVRN|1|2|4|Rhys/1913|376--378|read
NEVRN|2|1|1|Macalister/1945|423|read
NEVRN|2|1|2|Nash-Williams/1950|197|read
NEVRN|2|1|3|Anon/1922|499|read
NEVRN|2|1|4|Rhys/1873|387|read
NEVRN|2|1|4|Rhys/1874|20|read
NEVRN|2|2|1|Macalister/1945|423 and fig.|read
NEVRN|2|2|2|Nash-Williams/1950|197|read
NEVRN|2|2|3|Westwood/1879|103|read
NEVRN|2|2|4|Westwood/1860|52|read
NEVRN|2|2|5|Anon/1922|499|read
NEVRN|2|2|6|Rhys/1873|387|read
NEVRN|2|2|6|Rhys/1874|20|read
NEVRN|2|2|7|Westwood/1884|51|read
NEVRN|3|1|1|Macalister/1949|172|read
NEVRN|3|1|2|Nash-Williams/1950|199|read
NEVRN|3|1|3|Westwood/1879|100|read
NEVRN|3|1|4|Rhys/1873|6|read
NEVRN|3|2|1|Macalister/1949|172|read
NEVRN|3|2|2|Nash-Williams/1950|199|read
NEVRN|3|2|3|Westwood/1879|101|read
NEVRN|3|2|4|Rhys/1873|6|read
NEWCA|1|1|1|Westwood/1879|51--52|read
NEWCA|1|1|2|Macalister/1928|310--311|read
NEWCA|1|1|2|Macalister/1949|164 & pl. LV|read
NEWCA|1|1|3|Nash-Williams/1950|160|read
NEWCA|1|1|4|Rhys/1873|67|read
NEWCH|1|1|1|Huebner/1876|89|read
NEWCH|1|1|1|Macalister/1945|357|read
NEWCH|1|1|1|Nash-Williams/1950|118|read
NEWCH|1|1|1|Rhys/1875|359|read
NEWCH|1|1|1|Thomas/1994|106|read
NEWCH|1|1|1|Westwood/1879|89|read
NEWCH|2|1|1|Anon/1919|9|read
NEWCH|2|1|1|Evans/1917|163|read
NEWCH|2|1|1|Huebner/1876|30|read
NEWCH|2|1|1|Macalister/1922b|21-22|read
NEWCH|2|1|1|Macalister/1945|346|read
NEWCH|2|1|1|Nash-Williams/1950|118|read
NEWCH|2|1|1|Rhys/1875|359|read
NEWCH|2|1|1|Thomas/1994|242--243|read
NEWCH|2|1|2|Westwood/1879|88--89|read
NEWLE|1|1|1|Macalister/1945|256|minor
NEWT|1|2|1|Diack/1922|12|cdisc
NOBBE|1|1|1|McManus/1991|76|read
NOBBE|2|1|1|McManus/1991|76|read
NOBBE|3|1|1|McManus/1991|76|read
OGMOR|1|1|1|Macalister/1949|160|cdisc
OGMOR|1|1|2|Nash-Williams/1950|160, fig. 173|cdisc
OGMOR|1|1|3|RCHAMW/1976|56|cdisc
OGMOR|1|1|4|Nash-Williams/1930|402|sdisc
OGMOR|1|1|5|Williams/1932|233|sdisc
OGMOR|1|2|1|Macalister/1949|162|cdisc
OGMOR|1|2|1|Nash-Williams/1930|399|sdisc
OGMOR|1|2|2|Nash-Williams/1950|160|cdisc
OGMOR|1|2|3|RCHAMW/1976|56|cdisc
OGMOR|1|3|1|Macalister/1949|163|cdisc
OLDIS|1|1|1|Macalister/1945|290|read
OUGHT|1|1|1|Westropp/1900|130|minor
OUGHT|2|1|1|Westropp/1900|130|minor
