SITE|STONE|BIB_REF|PAGES|ILLUSTRATI|PHOTO|MAP|DRAWING|VALUE
GULV2|1|Okasha/1993|113--115|photograph|yes|no|no|sdisc
GURAN|1|Macalister/1945|247||no|no|yes|cdisc
HAREI|1|Macalister/1949|80||no|no|no|cdisc
HAREI|1|Petrie/1872|45, Plate XXXV||no|no|yes|cdisc
HAYLE|1|Macalister/1945|457--458|none|no|no|no|minor
HAYLE|1|Okasha/1993|116--117|photograph|no|no|no|sdisc
HAYLE|1|Thomas/1994|191--193|drawing|no|no|no|sdisc
HENEG|1|Huebner/1876|151|yes|no|no|yes|read
HENEG|1|Jones/1846|67|yes|no|no|yes|cdisc
HENEG|1|Macalister/1949|128, pl.xlix||no|no|yes|minor
HENEG|1|Nash-Williams/1950|53, pl.lxi, fig14||yes|no|yes|cdisc
HENEG|1|RCAMW/1937|civ, cvii, 21||inc|inc|inc|inc
HENEG|1|Westwood/1879|191, plate 85, fig 5|yes|no|no|yes|illus
HENFN|1|Macalister/1949|139, Plate LVIII||no|no|yes|cdisc
HENFN|1|Nash-Williams/1950|95, Plate XXIV||yes|no|no|cdisc
HENFN|1|Rhys/1896|110||yes|no|no|cdisc
HENFN|1|Thomas/WG/1994|412||no|no|no|cdisc
HENFN|1|Westwood/1880|299||no|no|yes|cdisc
HENLL|1|Camden/Gough/1806|ii, 510|yes|no|no|yes|cdisc
HENLL|1|Macalister/1945|348--349|yes|no|no|yes|cdisc
HENLL|1|Nash-Williams/1950|111, Plate X|Plate X, fig 114|yes|no|yes|cdisc
HENLL|1|Westwood/1879|96--97, Plate L, Fig. 2|Plate L, fig 2|no|no|yes|cdisc
HIRWN|1|RCHAMW/1973|39||no|no|no|cdisc
HLAND|1|Gippert/Web|Ogham 46||yes|no|yes|cdisc
HLAND|1|Macalister/1945|50--51||no|no|yes|cdisc
HTOWN|1|Brindley/Kilfeather/1993|60||no|no|no|minor
HTOWN|1|Macalister/1945|19||no|no|no|cdisc
ICLTA|1|Macalister/1916|146, pl. XVI||no|no|yes|cdisc
ICLTA|1|Macalister/1949|88, pl. XXXVIII||no|no|yes|list
ICLTA|1|Petrie/1878|43, pl. XXVI||no|no|yes|other
ICLTA|2|Macalister/1916|147--149, pl. XVII, XXV||yes|no|yes|cdisc
ICLTA|2|Macalister/1949|91, pl. XXXIX||no|no|yes|cdisc
ICLTA|2|Petrie/1878|41--42, pl. XXVI, fig. 54||no|no|yes|cdisc
ICLTA|3|Macalister/1916|153, pl. XXII||no|no|yes|cdisc
ICLTA|3|Macalister/1949|89, pl. XXXVIII||no|no|yes|cdisc
ICLTA|4|Macalister/1916|153, pl. XX||no|yes|yes|cdisc
ICLTA|4|Macalister/1949|89, pl. XXXVIII||no|no|yes|cdisc
ICLTA|5|Macalister/1916|154, pl. XX||no|yes|yes|cdisc
ICLTA|5|Macalister/1949|89, pl. XL||no|no|yes|cdisc
ICLTA|6|Macalister/1916|155, pl. XXI||no|yes|yes|cdisc
ICLTA|6|Macalister/1949|89, pl. XL||no|no|yes|cdisc
ICLTA|7|Macalister/1916|155, pl. XX||no|yes|yes|cdisc
ICLTA|7|Macalister/1949|89, pl. XL||no|no|yes|cdisc
ICLTA|8|Macalister/1916|156, pl. XIX||no|yes|yes|cdisc
ICLTA|8|Macalister/1949|90, pl. XXXVIII||no|no|yes|cdisc
ICLTA|8|Petrie/1878|44, pl. XXVII, fig. 59||no|no|yes|cdisc
ICLTA|9|Macalister/1916|156, pl. XIX||no|yes|yes|cdisc
ICLTA|9|Macalister/1949|90, pl. XXXVIII||no|no|yes|cdisc
ICLTA|10|Macalister/1916|157, pl. XXII||no|yes|yes|cdisc
ICLTA|10|Macalister/1949|90, pl. XXXIX||no|no|yes|cdisc
ICLTA|11|Macalister/1916|157, pl. XXII||no|yes|yes|cdisc
ICLTA|11|Macalister/1949|90, pl. XXXVIII||no|no|yes|cdisc
ICLTA|12|Macalister/1916|157, pl. XXII||no|yes|yes|cdisc
ICLTA|12|Macalister/1949|90, pl. XL||no|no|no|cdisc
ICLTA|13|Macalister/1916|158. pl. XX||no|yes|yes|cdisc
ICLTA|13|Macalister/1949|90, pl. XL||no|no|yes|cdisc
ICLTA|13|Petrie/1878|44, pl. XXVII, fig. 57||no|no|yes|minor
ICLTA|14|Macalister/1916|158, pl. XIX||no|no|yes|cdisc
ICLTA|14|Macalister/1949|91, pl. XXXVIII||no|no|yes|cdisc
ICLTA|14|Petrie/1878|44. pl. XXVII, 58||no|no|yes|cdisc
ICLTA|15|Macalister/1916|158, pl. XX||no|yes|yes|cdisc
ICLTA|15|Macalister/1949|91, pl. XL||no|no|yes|cdisc
ICLTA|16|Macalister/1916|pl. XIX||no|yes|yes|cdisc
ICLTA|16|Macalister/1949|91, pl. XXXVIII||no|no|yes|cdisc
ICLTA|17|Macalister/1916|162, pl. XXIV||no|no|yes|cdisc
ICLTA|17|Macalister/1949|91, pl. XXXVIII||no|no|yes|cdisc
ICLTA|17|Petrie/1878|43, fig. 56a||no|no|yes|cdisc
ICLTA|18|Macalister/1916|160, pl. XXIII||no|yes|yes|cdisc
ICLTA|18|Macalister/1949|91, pl. XL||no|no|yes|cdisc
ICLTA|19|Macalister/1916|162||no|no|no|cdisc
ICLTA|19|Macalister/1949|91||no|no|no|cdisc
ICLTA|19|Petrie/1878|42, pl. XXVI, fig. 55||no|no|yes|cdisc
IMRRY|1|Macalister/1949|19||no|no|no|cdisc
IMRRY|2|Macalister/1949|19||no|no|no|cdisc
IMRRY|3|Macalister/1949|20||no|no|no|cdisc
IMRRY|4|Macalister/1949|20||no|no|yes|cdisc
IMRRY|5|Macalister/1949|20||no|no|no|cdisc
IMRRY|6|Macalister/1949|20, Plate II||no|no|yes|cdisc
IMRRY|7|Macalister/1949|21||no|no|no|cdisc
IMRRY|8|Macalister/1949|21||no|no|no|cdisc
INAGH|1|Macalister/1945|219--221||yes|no|no|cdisc
INBOF|1|Macalister/1949|79, Plate VII||no|no|yes|cdisc
INBOF|2|Macalister/1949|79||no|no|no|cdisc
INBOF|3|Macalister/1949|80||no|no|no|minor
INCHA|1|Gippert/Web|Ogham 1||yes|no|yes|sdisc
INCHA|1|Higgins/1987|303--304||yes|no|yes|cdisc
INCHA|1|Macalister/1945|1--3|   yes|no|no|yes|cdisc
INCHA|1|McManus/1991|59--61||no|no|no|minor
INCHA|1|Petrie/1845|164--167||no|no|yes|minor
INCHA|1|Petrie/1878|10, Plate VI||no|no|yes|cdisc
INCHY|1|Forsyth/1996|336--344||yes|no|yes|sdisc
INCLO|1|Macalister/1945|29, Plate V||no|no|yes|cdisc
INDQS|1|Macalister/1945|452--453|none|no|no|no|sdisc
INDQS|1|Okasha/1993|122--124|photograph|yes|no|no|sdisc
INDQS|1|Thomas/1994|282--283|drawing|no|no|yes|minor
INDRE|1|Costa/1964|241||yes|no|no|cdisc
INVIC|1|Cuppage/etal/1986|300--301, Fig. 176||no|no|yes|cdisc
INVIC|1|Macalister/1945|178-179||no|no|yes|cdisc
INVIC|2|Cuppage/etal/1986|301||no|no|no|cdisc
INVIC|2|Macalister/1949|96, Plate XXXVI||no|no|yes|cdisc
ISLAN|1|Gippert/Web|Ogham 3||yes|no|no|cdisc
ITNNG|1|Cuppage/etal/1986|295, 297||no|no|no|minor
JRDNS|1|Anon/1898|285--286||no|no|no|cdisc
JRDNS|1|Macalister/1945|412--413||no|no|yes|cdisc
JRDNS|1|Nash-Williams/1950|186, Plate IV||yes|no|no|cdisc
JRDNS|1|RCHAMW/1925|130||no|no|no|list
JRDNS|1|Rhys/1918|189||no|no|no|minor
KBRCN|1|Higgins/1987|358, FIg. 76, Pl. 17A||yes|no|yes|cdisc
KBRCN|1|Macalister/1949|5, Plate II||no|no|yes|cdisc
KBRCN|2|Higgins/1987|368--369, Fig. 86||no|no|yes|cdisc
KBRCN|2|Macalister/1949|5||no|no|yes|cdisc
KBRCN|3|Higgins/1987|307||yes|no|yes|cdisc
KBRCN|3|Macalister/1949|6--7, Plate I||no|no|yes|cdisc
KBRCN|4|Higgins/1987|382||yes|no|yes|cdisc
KBRCN|4|Macalister/1945|7||no|no|yes|cdisc
KBRCN|5|Higgins/1987|363||yes|no|yes|cdisc
KBRCN|5|Macalister/1949|7||no|no|yes|cdisc
KBRCN|6|Higgins/1987|359, Fig. 77, Pls. 51, 52||yes|no|yes|cdisc
KBRCN|6|Macalister/1949|7, Plate II||no|no|yes|cdisc
KBRCN|7|Higgins/1987|328, Fig. 46||no|no|yes|
KBRCN|7|Macalister/1949|7, Plate II||no|no|yes|minor
KBRCN|8|Higgins/1987|372, Fig. 88, Pl. 30A||yes|no|yes|cdisc
KBRCN|8|Macalister/1949|7--8||no|no|yes|cdisc
KCMMN|1|Macalister/1949|13--14||no|no|yes|cdisc
KCMMN|1|Petrie/1878|46, Plate XXVIII||no|no|yes|cdisc
KDEAS|1|Lionard/1961|111, fig. 9.7||no|no|yes|illus
KDEAS|1|Macalister/1949|123, pl. XLVII||no|no|yes|cdisc
KDEAS|2|Macalister/1949|123, pl. XLVII||no|no|yes|cdisc
KEENH|1|Macalister/1945|78--79||yes|no|no|cdisc
KELLS|1|Macalister/1949|33--34, Plate XLIII||no|no|yes|cdisc
KELLS|2|Harbison/1992|100--103, figs. 326--329||yes|no|no|sdisc
KELLS|2|Macalister/1949|34--36||yes|no|no|sdisc
KENFG|1|Anon/1869|444||no|no|no|minor
KENFG|1|Anon/1928|374||no|no|no|minor
KENFG|1|Brash/1869|151||no|no|no|cdisc
KENFG|1|Huebner/1876|25||no|no|yes|list
KENFG|1|Macalister/1945|385--387||yes|no|yes|cdisc
KENFG|1|Nash-Williams/1950|132, pl. III||yes|no|no|cdisc
KENFG|1|RCHAMW/1976|38, pl. 2||yes|no|no|cdisc
KENFG|1|Rhys/1899|132, 136||no|no|no|minor
KENFG|1|Westwood/1879|19--20, pl. XIII, fig. 1||no|no|yes|cdisc
KFNTN|1|Cuppage/etal/1986|302, 304||yes|no|yes|cdisc
KFNTN|1|Ferguson/1887|no. 37||no|no|yes|cdisc
KFNTN|1|Macalister/1945|179--180||no|no|yes|cdisc
KILEG|1|Macalister/1945|49--50||no|no|yes|cdisc
KILMA|1|Gippert/Web|Ogham 4||yes|no|no|sdisc
KILMA|1|Macalister/1945|6--7|several|no|no|yes|sdisc
KILTH|1|Brash/1879|no. 163||no|no|yes|cdisc
KILTH|1|Macalister/1945|109--110||no|no|yes|cdisc
KINET|1|Cuppage/etal/1986|328||no|no|no|cdisc
KINET|1|Macalister/1945|181--182||no|no|yes|cdisc
KINET|2|Cuppage/etal/1986|328||no|no|no|cdisc
KINET|2|Macalister/1945|182--183||no|no|yes|cdisc
KIOLA|1|Lionard/1961|119, fig. 14.3||no|no|yes|illus
KIOLA|1|Macalister/1949|112, Plate XLV||no|no|yes|cdisc
KIOLA|1|Petrie/1878|73, Fig. 80||no|no|yes|cdisc
KLBEG|1|Macalister/1945|280||no|no|yes|cdisc
KLBON|1|Gippert/Web|241||yes|no|no|sdisc
KLBON|1|Macalister/1945|235--237||no|no|yes|cdisc
KLCAS|1|Gippert/Web|68||yes|no|no|illus
KLCAS|1|Macalister/1945|72--73||no|no|yes|cdisc
KLCOO|1|Gippert/Web|206||yes|no|yes|sdisc
KLCOO|1|Lionard/1961|128, fig. 21.15||no|no|yes|illus
KLCOO|1|Macalister/1945|200-202||no|no|yes|cdisc
KLCOO|1|Macalister/1949|125, pl. XLVII||no|no|yes|cdisc
KLCOO|1|O'Sullivan/Sheehan/1996|291-292||no|no|yes|cdisc
KLCOO|2|Gippert/Web|207||yes|no|yes|cdisc
KLCOO|2|Lionard/1961|118, fig. 13.5||no|no|yes|illus
KLCOO|2|Macalister/1945|202--203||no|no|yes|cdisc
KLCOO|2|Macalister/1949|125, pl. XLV||no|no|yes|cdisc
KLCOO|2|O'Sheehan/Sullivan/1996|291-292||no|no|yes|cdisc
KLCOO|3|Gippert/Web|208||no|no|yes|cdisc
KLCOO|3|Macalister/1945|203||no|no|no|cdisc
KLCOO|3|Macalister/1949|125||no|no|no|cdisc
KLCOO|3|O'Sullivan/Sheehan/1996|292||no|no|no|minor
KLCOO|4|Gippert/Web|209||yes|no|yes|cdisc
KLCOO|4|Macalister/1945|203--204||no|no|no|cdisc
KLCOO|4|O'Sullivan/Sheehan/1996|291--292, Fig. 184||no|no|yes|cdisc
KLCOO|5|Gippert/Web|204||yes|no|yes|cdisc
KLCOO|5|Macalister/1945|204||no|no|yes|cdisc
KLCOO|5|O'Sullivan/Sheehan/1996|291--292, Fig. 184||no|no|yes|cdisc
KLCOO|6|Gippert/Web|211||yes|no|yes|cdisc
KLCOO|6|Macalister/1945|204--205||no|no|yes|cdisc
KLCOO|6|O'Sullivan/Sheehan/1996|291--292, Fig. 184||no|no|yes|cdisc
KLCOO|7|Gippert/Web|212||yes|no|yes|cdisc
KLCOO|7|Macalister/1945|205||no|no|no|cdisc
KLCOO|8|Gippert/Web|213||no|no|yes|cdisc
KLCOO|8|Macalister/1945|205||no|no|no|cdisc
KLCUM|1|Macalister/1945|18||no|no|no|minor
KLGOB|1|Macalister/1945|206--208||yes|no|yes|sdisc
KLGOB|2|Macalister/1945|205--208||no|no|no|other
KLGOB|2|OSullivan/Sheehan/1996|242--243||no|no|no|cdisc
KLGOB|3|Macalister/1945|207--208||no|no|no|cdisc
KLGOB|3|OSullivan/Sheehan/1996|295||no|no|no|cdisc
KLGRO|1|Macalister/1945|227, 229--230||no|no|yes|cdisc
KLGRO|1|O'Sullivan/Sheehan/1996|299--300, Fig.193||no|no|yes|cdisc
KLGRV|1|Macalister/1945|280-282||yes|no|yes|cdisc
KLGRV|2|Macalister/1945|280--281, 282--283||yes|no|yes|cdisc
KLGRV|3|Macalister/1945|280--281, 283--284||yes|no|yes|cdisc
KLGRV|4|Macalister/1945|280--281, 284||yes|no|yes|cdisc
KLGRV|5|Macalister/1945|280--281, 284--285||no|no|yes|cdisc
KLGRV|6|McManus/1991|73||no|no|no|minor
KLGRV|6|Raftery/1969|105||no|no|no|cdisc
KLKEE|1|Macalister/1945|227||no|no|no|cdisc
KLLAG|1|OSullivan/Sheehan/1996|298--299, Fig 175b, Plate XXIa||yes|no|yes|cdisc
KLLOE|1|Barnes/Hagland/Page/1997|53--56, PlatesXXIV--XXV||yes|no|no|sdisc
KLLOE|1|Gippert/Web|54||yes|no|yes|sdisc
KLLOE|1|Macalister/1945|58--59||no|no|yes|cdisc
KLMOL|1|Macalister/1945|285--286||no|no|yes|cdisc
KLORG|1|Macalister/1945|247--248||no|no|yes|cdisc
KLORG|1|O'Sullivan/Sheehan/1996|244||no|no|no|cdisc
KLORG|2|Macalister/1945|248--249||no|no|yes|cdisc
KLORG|3|Macalister/1945|249||no|no|no|cdisc
KLURL|1|Macalister/1945|229, 231-232||no|no|yes|cdisc
KLURL|1|OSullivan/Sheehan/1996|243--244||no|no|yes|cdisc
KLURL|2|Macalister/1945|232||no|no|no|cdisc
KLURL|2|OSullivan/Sheehan/1996|244||no|no|no|cdisc
KLVMO|1|Brash/1879|no. 168||no|no|yes|cdisc
KLVMO|1|Macalister/1907|160||yes|no|no|cdisc
KLVMO|1|Macalister/1945|130||no|no|no|cdisc
KLWER|1|Macalister/1945|110--111||no|no|yes|cdisc
KMERY|1|Macalister/1949|25||no|no|yes|cdisc
KMERY|2|Macalister/1949|25||no|no|no|minor
KMERY|3|Harbison/1992|121--24, Figs. 404--412||yes|no|no|
KMERY|3|Macalister/1949|25, PlateV||no|no|yes|cdisc
KMICH|1|Cubbon/1964|214-216|no|no|no|no|other
KMICH|1|Kermode/1907|100-101, 195--199|yes|yes|no|yes|sdisc
KMICH|1|Kermode/1910-1911|347-348|yes|no|no|no|cdisc
KMICH|1|Lord Southesk/1887|359--361|no|no|no|no|cdisc
KMICH|1|McManus/1991|130--131|no|no|no|no|sdisc
KMICH|1|Page/1980|179-199|no|no|no|no|sdisc
KMICH|1|Page/1983|133--146|no|no|no|no|other
KMKDR|1|Cuppage/1986|311--312||no|no|yes|cdisc
KMKDR|1|Macalister/1949|96, pl. XLI||no|no|yes|cdisc
KMKDR|2|Cuppage/1986|311||yes|yes|yes|cdisc
KMKDR|2|Macalister/1949|96, Plate IX||no|no|yes|cdisc
KNBOY|1|Macalister/1945|286||no|no|no|cdisc
KNBOY|2|Macalister/1945|286, Fig. on 287||no|no|yes|cdisc
KNBOY|3|Macalister/1945|287||no|no|yes|cdisc
KNBOY|4|Macalister/1945|287||no|no|no|cdisc
KNBOY|5|Macalister/1945|287||no|no|no|cdisc
KNBOY|6|Macalister/1945|288||no|no|no|list
KNBOY|7|Macalister/1945|288--89||no|no|yes|cdisc
KNBOY|8|Macalister/1945|289||no|no|yes|cdisc
KNDJK|1|Thomas/1994|289, 302, 330||no|no|no|cdisc
KNICK|1|Macalister/1945|54--55||no|no|no|cdisc
KNKLA|1|Macalister/1945|294||no|no|no|cdisc
KNMAH|1|Manning/1989|7--9||yes|no|yes|cdisc
KNOUR|1|Macalister/1945|111||no|no|no|cdisc
KNOUR|1|Power/etal/1997|171||no|no|no|cdisc
KNOUR|2|Macalister/1945|111--112||no|no|no|cdisc
KNOUR|2|Power/etal/1997|172||no|no|no|cdisc
KNWEE|1|Macalister/1945|112--113||no|no|yes|cdisc
KNWEE|1|Power/etal/1997|168||no|no|no|cdisc
KNWEE|2|Macalister/1945|113||no|no|yes|cdisc
KNWEE|2|Power/etal/1997|168||no|no|no|cdisc
KNWEE|3|Macalister/1945|114--115||no|no|yes|cdisc
KNWEE|3|Power/etal/1997|168--169||no|no|no|cdisc
KNWEE|4|Macalister/1945|113--114||no|no|yes|cdisc
KNWEE|4|Power/etal/1997|169||no|no|no|list
KNWEE|5|Macalister/1945|114--115||no|no|yes|cdisc
KNWEE|6|Macalister/1945|115--116||no|no|yes|cdisc
KRRIS|1|Thomas/unpub/1997|n/a||yes|yes|no|cdisc
KSAGT|1|Macalister/1949|114, pl. XLVI||no|no|yes|cdisc
KSAGT|1|Petrie/1878|27, 29--30, pl. XIX||yes|no|yes|cdisc
LABAN|1|Power/etal/1997|169||no|no|no|cdisc
LAEL1|1|Hemp/1923|318--319||yes|no|no|cdisc
LAEL1|1|Macalister/1945|363||no|no|yes|list
LAEL1|1|Nash-Williams/1950|88, pl. II||yes|no|no|list
LAEL1|1|RCAHMW/1960|110||no|no|no|minor
LAEL2|1|Anon/1877|328||no|no|no|cdisc
LAEL2|1|Hemp/1923|319||no|no|no|other
LAEL2|1|Hubner/1876|51||no|no|yes|minor
LAEL2|1|Macalister/1945|362||no|no|yes|cdisc
LAEL2|1|Nash-Williams/1950|88, pl IV||yes|no|yes|cdisc
LAEL2|1|RCAHMW/1960|110, pl. 6||yes|no|no|cdisc
LAEL2|1|Rhys/1873|10||no|no|no|minor
LAEL2|1|Westwood/1867|342, & plate||no|no|yes|sdisc
LAEL2|1|Westwood/1879|179||no|no|yes|list
LAMOG|1|Macalister/1945|40--41||no|no|yes|cdisc
LAMOG|2|Macalister/1945|41--42||no|no|yes|cdisc
LANEY|1|Anon/1925|463--464|yes|yes|no|no|sdisc
LANEY|1|Macalister/1949|141--142|Plate LI|no|no|yes|sdisc
LANEY|1|Nash-Williams/1950|111, Plate L, Fig. 1a--d|Plate XXXVII|yes|no|no|cdisc
LANEY|1|Westwood/1879|96, Plate L, Fig. 1a--d|Plate L a-d|no|no|yes|sdisc
LARON|1|Forsyth/1996|361--362||yes|yes|yes|sdisc
LARTH|1|Anon/1850|73||no|no|no|other
LARTH|1|Huebner/1876|41||no|no|yes|cdisc
LARTH|1|Macalister/1945|333--334||no|no|yes|cdisc
LARTH|1|Nash-Williams/1950|95, Plate LIV||yes|no|no|cdisc
LARTH|1|Thomas/WG/1994|417, Plate XXV||yes|no|no|cdisc
LBABO|1|Huebner/1876|54|yes|no|no|yes|illus
LBABO|1|Macalister/1945|306-307|yes|no|no|yes|sdisc
LBABO|1|Morris/1896|140|no|no|no|no|other
LBABO|1|Skinner/1908|69-70|yes|no|no|yes|illus
LBABO|1|Westwood/1879|192-193|plate 86, figs 7-10|no|no|yes|sdisc
LBOID|1|Lhuyd/1696|84|yes|no|no|yes|cdisc
LBOID|1|Macalister/1945|350|no|no|no|no|cdisc
LBOID|1|Nash-Williams/1935-37|79|no|no|no|no|other
LBOID|1|Nash-Williams/1950|111|no|no|no|no|cdisc
LBOID|1|Owen/1896|133|yes|no|no|yes|cdisc
LBOID|2|Anon/1875|409|no|no|no|no|minor
LBOID|2|Lhuyd|inc||inc|inc|inc|inc
LBOID|2|Macalister/1945|349--350|yes|no|no|yes|sdisc
LBOID|2|Nash-Williams/1950|113, Plate X|Plate X|yes|no|no|cdisc
LBOID|2|Owen/1896|132-133|yes|no|no|yes|sdisc
LBOID|2|Rhys/1875|360--361|no|no|no|no|cdisc
LBOID|2|Westwood/1879|87|Plate XLV, fig 4|no|no|yes|cdisc
LBOID|3|Macalister/1945|350|no|no|no|no|cdisc
LBOID|3|Nash-Williams/1935-37|79|no|no|no|no|other
LBOID|3|Rhys/1875|361|no|no|no|no|cdisc
LBOID|3|Westwood/1879|87, Plate XLV, Fig. 4|no|no|no|no|minor
LCARF|1|Macalister/1945|435--436|none|no|no|no|sdisc
LCARF|1|Okasha/1993|126--127|photograph|yes|no|no|sdisc
LCARF|1|Thomas/1994|263|none|no|no|no|minor
LCRFN|1|Nash-Williams/1950|133, pl. LXIII||yes|no|no|cdisc
LCRFN|1|RCHAMW/1973|62, pl. 24||yes|no|no|cdisc
LCRFN|1|Westwood/1879|236, pl. 101, 3 & 4||no|no|yes|cdisc
LCURN|1|Macalister/1949|98, pl. XLIII||no|no|yes|cdisc
LDDEW|1|Macalister/1949|135||no|no|yes|cdisc
LDDEW|1|Nash-Williams/1950|73||yes|no|yes|cdisc
LDDTY|1|Hubner/1876|16||no|no|no|list
LDDTY|1|Macalister/1922|199--201||no|no|yes|cdisc
LDDTY|1|Macalister/1949|979||no|no|yes|sdisc
LDDTY|1|Nash-Williams/1950|71||yes|no|yes|sdisc
LDDTY|1|Rhys/1873|10||no|no|no|minor
LDDTY|1|Westwood/1876|60||no|no|yes|sdisc
LDEIL|1|Anon/1898|276||no|no|no|minor
LDEIL|1|Collier/1889|176--177||no|no|no|cdisc
LDEIL|1|Macalister/1922a|30||no|no|no|minor
LDEIL|1|Macalister/1945|413--414||no|no|yes|cdisc
LDEIL|1|Nash-Williams/1950|186--188||no|no|no|cdisc
LDEIL|1|Rhys/1905|61||no|no|no|other
LDEIL|1|RomillyAllen/1889|306--307||no|no|yes|cdisc
LDEIL|1|RomillyAllen/1896|300||no|no|no|list
LDEIL|2|Collier/1889|176--177||no|no|no|cdisc
LDEIL|2|Macalister/1922a|30||no|no|no|minor
LDEIL|2|Macalister/1945|414--415||no|no|yes|cdisc
LDEIL|2|Nash-Williams/1950|188||no|no|yes|cdisc
LDEIL|2|RomillyAllen/1889|307||no|no|yes|cdisc
LDEIL|2|RomillyAllen/1896|302||no|no|no|list
LDEIO|1|Anon/1893|130|no|no|no|no|minor
LDEIO|1|Lhuyd/1858|344--345|yes|no|no|yes|cdisc
LDEIO|1|Nash-Williams/1950|113|no|no|no|no|cdisc
LDEIO|1|Westwood/1879|96|yes|no|no|yes|cdisc
LDEWA|1|Macalister/1949|139--140, Plate LII||no|no|yes|cdisc
LDEWA|1|Nash-Williams/1950|96--98||yes|no|yes|cdisc
LDEWA|1|Rhys/1896|113--114||yes|no|no|cdisc
LDEWB|1|Anon/1931|390||no|no|no|cdisc
LDEWB|1|Macalister/1945|336||no|no|no|cdisc
LDEWB|1|Nash-Williams/1950|98, Fig. 93, Plate IX.||yes|no|yes|cdisc
LDEWB|1|Westwood/1879|139--140||no|no|yes|cdisc
LDEWB|2|Anon/1931|390--391||no|no|no|cdisc
LDEWB|2|Gruffydd/Owen/1962|231--232||no|no|no|cdisc
LDEWB|2|Huebner/1876|42||no|no|yes|list
LDEWB|2|Macalister/1945|335--336||no|no|yes|cdisc
LDEWB|2|Nash-Williams/1950|98, Plate IX, Fig. 94||yes|no|yes|cdisc
LDEWB|2|Rhys/1905|43||no|no|no|cdisc
LDEWB|2|Westwood/1879|140||no|no|yes|cdisc
LDEWB|3|Anon/1931|390||no|no|no|minor
LDEWB|3|Macalister/1949|140, Plate L||no|no|yes|cdisc
LDEWB|3|Nash-Williams/1950|98--100, Plate XXI, Fig. 95||yes|no|yes|cdisc
LDEWB|3|Westwood/1879|140--141||no|no|yes|cdisc
LDOUG|1|Anon/1933|392--393||no|no|no|cdisc
LDOUG|1|CurrArch/1996|73||yes|no|no|illus
LDOUG|1|Gardner/1913|149--151||yes|no|no|sdisc
LDOUG|1|Huebner/1876|22||no|no|no|list
LDOUG|1|Macalister/1949|153--154||no|no|no|cdisc
LDOUG|1|Nash-Williams/1950|134--136||yes|no|yes|cdisc
LDOUG|1|RCHAMW/1976|61--62, frontispiece, pls. 21--22||yes|no|no|cdisc
LDOUG|1|RomillyAllen/1904|247--251||yes|no|yes|sdisc
LDOUG|1|Westwood/1879|1--2, pl. I||no|no|yes|sdisc
LDWKE|1|A.J.K./1858|44|yes|no|no|yes|cdisc
LDWKE|1|Huebner/1876|30|yes|no|no|yes|minor
LDWKE|1|Macalister/1945|351--352|yes|no|no|yes|sdisc
LDWKE|1|Nash-Williams/1950|113, Plate III, Fig. 117|Plate 3, fig 117|yes|no|yes|cdisc
LDWKE|1|Thomas/1994|99-100|fig 7.6|no|yes|yes|cdisc
LDWKE|1|Treherne/1907|279--280|no|no|no|no|cdisc
LDWKE|1|Westwood/1867|343--344|yes|no|no|inc|cdisc
LDWKE|1|Westwood/1879|92--93|Plate 47, fig 3|no|no|yes|sdisc
LDYFL|1|Anon/1862|156||no|no|no|minor
LDYFL|1|Anon/1872|383--84||no|no|yes|cdisc
LDYFL|1|Hubner/1876|15--16||no|no|yes|cdisc
LDYFL|1|Macalister/1922|199||no|no|no|cdisc
LDYFL|1|Macalister/1949|133||no|no|yes|cdisc
LDYFL|1|Nash-Williams/1950|73||yes|no|no|cdisc
LDYFL|1|Rhys/1873|9||no|no|no|minor
LDYFL|1|Westwood/1876|58--9||no|no|yes|sdisc
LDYFL|2|Anon/1862|156||no|no|no|other
LDYFL|2|Anon/1872|264||no|no|no|other
LDYFL|2|Hubner/1876|15||no|no|no|list
LDYFL|2|Macalister/1945|321||no|no|no|cdisc
LDYFL|2|Nash-Williams/1950|74||no|no|no|list
LDYFL|2|Westwood/1876|59--60||no|no|no|cdisc
LDYSI|1|Anon/1898|275||no|no|no|minor
LDYSI|1|Huebner/1876|34||no|no|yes|list
LDYSI|1|Macalister/1945|415--416||no|no|yes|cdisc
LDYSI|1|Nash-Williams/1950|188, Plate XV||yes|no|no|cdisc
LDYSI|1|Owen/1896|135||no|no|no|other
LDYSI|1|RCHAMW/1925|160||yes|no|yes|cdisc
LDYSI|1|Rhys/1873|7||no|no|no|minor
LDYSI|1|RomillyAllen/1896|291, 302||no|no|no|list
LDYSI|1|Westwood/1860|53--54||no|no|yes|cdisc
LDYSI|2|Anon/1898|275||no|no|no|minor
LDYSI|2|Huebner/1876|34||no|no|yes|list
LDYSI|2|Macalister/1945|416--417||no|no|yes|cdisc
LDYSI|2|Nash-Williams/1950|188||no|no|yes|cdisc
LDYSI|2|RCHAMW/1925|160||yes|no|yes|list
LDYSI|2|Rhys/1873|7||no|no|no|minor
LDYSI|2|Rhys/1905|50||no|no|no|minor
LDYSI|2|RomillyAllen/1896|291, 302||no|no|no|list
LDYSI|2|Westwood/1860|53, 55--56||no|no|yes|cdisc
LDYSI|2|Westwood/1879|113||no|no|yes|cdisc
LDYSI|3|Anon/1898|275||no|no|no|cdisc
LDYSI|3|Macalister/1945|417||no|no|yes|cdisc
