SITE|STONE|INSCRIPTIO|BIB_REF|PAGES|ILLUSTRATI|PHOTO|DRAWING|VALUE
CLYDI|3|2|Westwood/1879|124--127||no|yes|sdisc
CMBRN|1|1|Huebner/1876|3||no|yes|cdisc
CMBRN|1|1|Macalister/1949|177, plate LXII|drawing|no|yes|sdisc
CMBRN|1|1|Okasha/1994|82--83|photograph|yes|no|sdisc
CMBRN|1|1|Thomas/1994|329||no|no|other
CNWYL|1|1|Howlett/1997|inc|no|no||sdisc
CNWYL|1|1|Hubner/1876|29|yes|no||cdisc
CNWYL|1|1|Jackson/1953|158, 159, 190-191|no|no||sdisc
CNWYL|1|1|Macalister/1945|344--345|yes|no||sdisc
CNWYL|1|1|Nash-Williams/1936|78|no|no||list
CNWYL|1|1|Nash-Williams/1938|40--41|fig 8|yes||sdisc
CNWYL|1|1|Nash-Williams/1950|107--109|yes|yes||sdisc
CNWYL|1|1|Thomas/1994|104|no|no||sdisc
CNWYL|1|1|Wade-Evans/1920|159-175|no|no||other
CNWYL|1|1|Westwood/1856|249|yes|no||sdisc
CNWYL|2|1|Anon/1919a|no VI|   yes|no|no|cdisc
CNWYL|2|1|Anon/1922|16b||yes|no|illus
CNWYL|2|1|Huebner/1876|29|yes|no|yes|cdisc
CNWYL|2|1|Macalister/1945|345--346|yes|no|yes|cdisc
CNWYL|2|1|Nash-Williams/1950|109, Plate X, Fig. 110|PLate X, fig. 110|yes|yes|cdisc
CNWYL|2|1|Thomas/1994|95--96|no|no||other
CNWYL|2|1|Westwood/1856|252||no||cdisc
CNWYL|2|1|Westwood/1879|81|Plate 46, fig 3|no||cdisc
CNWYL|3|1|Hubner/1876|30||no|yes|cdisc
CNWYL|3|1|Jackson/1953|306, 445, 619||no|no|sdisc
CNWYL|3|1|Macalister/1945|343-344||no|yes|cdisc
CNWYL|3|1|Nash-Williams/1950|109, Plate X||no|yes|cdisc
CNWYL|3|1|Westwood/1879|82, Plate 46, fig 3||no|yes|cdisc
COBOY|1|1|Macalister/1945|244--245||no|yes|cdisc
COHIL|1|1|Macalister/1945|222--223||no|yes|cdisc
COLIN|1|1|Macalister/1897|78--79||no|no|cdisc
COLIN|1|1|Macalister/1945|22--24||no|no|cdisc
COLIN|1|1|McManus/1991|49, 61, 93--94||no|no|other
COLIN|1|2|Macalister/1897|78--79||no|no|cdisc
COLIN|1|2|Macalister/1945|22--24||no|yes|cdisc
COLIN|1|2|McManus/1991|61||no|no|cdisc
COLIN|2|1|Macalister/1897|79||no|no|cdisc
COLIN|2|1|Macalister/1945|24--25||no|yes|cdisc
COLIN|2|1|McManus/1991|94||no|no|cdisc
COLIN|3|1|Macalister/1897|79||no|no|minor
COLIN|3|1|Macalister/1945|25--26||yes|no|cdisc
COLIN|3|1|McManus/1991|95||no|no|minor
COLIN|4|1|Macalister/1945|26--27||yes|yes|cdisc
COLIN|5|1|Macalister/1945|28--29||yes|yes|cdisc
COLIN|6|1|Macalister/1945|29--30||yes|yes|cdisc
COLIN|7|1|Macalister/1945|30||no|yes|minor
COOGH|1|1|Gippert/Web|104||yes|yes|sdisc
COOGH|1|1|Macalister/1945|103--105||no|yes|cdisc
COOGH|2|1|Macalister/1945|105--107||no|yes|cdisc
COOGH|2|1|Zeigler/1994|247||no|no|other
COOLE|1|1|Macalister/1945|224--225||no|yes|cdisc
COOLE|1|1|OSullivan/etal/1996|274, Fig. 173||no|yes|cdisc
COOLE|2|1|Macalister/1945|226--227||yes|no|cdisc
COOLE|2|1|OSullivan/etal/1996|241, Fig. 139, Plate 62||yes|yes|cdisc
COOLH|1|1|Macalister/1945|127--128||no|yes|cdisc
COOLM|1|1|Gippert/Web|197||yes|yes|sdisc
COOLM|1|1|Macalister/1945|192--193||no|yes|cdisc
COOLM|1|1|McManus/1991|65||no|no|read
COOLM|1|1|Ziegler/1994|165--166, 237||no|no|cdisc
COOLM|2|1|Gippert/Web|198||yes|yes|sdisc
COOLM|2|1|Macalister/1945|192--193||no|yes|cdisc
COOLM|2|1|McManus/1991|65||no|no|read
COOLM|2|1|Ziegler/1994|225--226||no|no|cdisc
COOLM|3|1|Gippert/Web|199||yes|yes|sdisc
COOLM|3|1|Macalister/1945|193--194||no|yes|cdisc
COOLM|3|1|McManus/1991|65||no|no|read
COOLM|3|1|Ziegler/1994|158--159||no|no|cdisc
COOLM|4|1|Gippert/Web|200||yes|yes|sdisc
COOLM|4|1|Macalister/1945|193--194||no|yes|cdisc
COOLM|4|1|McManus/1991|65||no|no|read
COOLM|4|1|Ziegler/1994|250--251||no|no|cdisc
COOLM|5|1|Gippert/Web|201||yes|yes|cdisc
COOLM|5|1|Macalister/1945|193, 195-196||no|yes|cdisc
COOLM|6|1|Gippert/Web|202||yes|yes|sdisc
COOLM|6|1|Macalister/1945|195--197||yes|yes|cdisc
COOLM|6|1|McManus/1991|66||no|no|read
COOLM|6|1|Ziegler/1994|215||no|no|other
COOLM|7|1|Gippert/Web|203||yes|yes|sdisc
COOLM|7|1|Macalister/1945|197--198||yes|yes|cdisc
COOLM|7|1|McManus/1991|65||no|no|read
COOLM|7|1|Ziegler/1994|164--165||no|no|other
CORRO|1|1|Gippert/Web|Ogham 7||yes|no|sdisc
CORRO|1|1|Macalister/1945|9--10|1|no|yes|cdisc
CORRO|1|2|Macalister/1945|9--10|   1|no||cdisc
COTTS|1|1|Macalister/1945|48--49||no|yes|cdisc
COTTS|1|1|McManus/1991|84, 93||no|no|cdisc
COTTS|1|1|Moore/1996|15||no|no|cdisc
COTTS|1|1|Sims-Williams/1993|163||no|no|minor
COTTS|1|1|Ziegler/1994|187, 256||no|no|cdisc
COYCH|1|1|Anon/1888|402--403||no|no|minor
COYCH|1|1|Anon/1928|388--389||no|no|cdisc
COYCH|1|1|Macalister/1949|154--155, pl. LIII||no|yes|cdisc
COYCH|1|1|Nash-Williams/1950|130, pl. XLIII, fig. 140||yes|yes|cdisc
COYCH|1|1|RCHAMW/1973|60, pl. 22, fig. 16||yes|yes|cdisc
COYCH|1|1|Rhys/1899|164||no|yes|cdisc
COYCH|1|1|Westwood/1879|33||no|yes|cdisc
COYCH|2|1|Anon/1888|403||no|no|minor
COYCH|2|1|Macalister/1949|154||no|no|cdisc
COYCH|2|1|Nash-Williams/1950|130--131, pl. XLVI and Fig. 141, 142||yes|yes|cdisc
COYCH|2|1|RCAHMW/1973|59, Plate 20||no|no|cdisc
COYCH|2|1|Rhys/1889|164--166||no|no|sdisc
COYCH|2|1|Westwood/1879|33--34, pl. XXIII||no|yes|cdisc
CRAG|1|1|Macalister/1945|246||no|yes|cdisc
CRAI|1|1|Lhwyd/1910|85||no|yes|illus
CRAI|1|1|Macalister/1945|318||no|no|cdisc
CRAI|1|1|Nash-Williams/1950|69||no|yes|list
CRAI|1|2|Lhwyd/1910|85||no|yes|illus
CRAI|1|2|Macalister/1945|318||no|no|cdisc
CRAI|1|2|Nash-Williams/1950|69||no|yes|cdisc
CRCKH|1|1|Macalister/1945|315--316||no|yes|sdisc
CRCKH|1|1|Nash-Williams/1950|69, pl. I||yes|yes|read
CRCKH|1|1|Rolt-Brash/1869|153--55||no|no|sdisc
CRCKH|1|1|Rolt-Brash/1871|159--161||no|yes|sdisc
CRCKH|1|1|Westwood/1876|73--74||no|yes|sdisc
CRCKH|1|2|Hubner/1876|14--15||no|yes|cdisc
CRCKH|1|2|Macalister/1945|314--315||no|yes|cdisc
CRCKH|1|2|Nash-Williams/1950|69, pl. I||yes|yes|read
CRCKH|1|2|Rolt-Brash/1869|153--54||no|no|minor
CRCKH|1|2|Westwood/1847|25--29||no|yes|sdisc
CRCKH|1|2|Westwood/1876|73--74, pl. 41||no|yes|cdisc
CRCOM|1|1|Macalister/1945|297||no|no|cdisc
CRCOM|1|1|Ziegler/1994|278||no|no|cdisc
CRCOM|2|1|Macalister/1945|297--298||no|yes|cdisc
CREHS|1|1|Macalister/1945|293||no|yes|cdisc
CRGHH|1|1|Macalister/1945|294||no|no|minor
CRGUL|1|1|Macalister/1945|126--127||no|yes|cdisc
CRGUL|1|1|Ziegler/1994|157||no|no|other
CRNLO|1|1|Macalister/1945|128--129||no|yes|cdisc
CRNLO|1|1|Ziegler/1994|251||no|no|cdisc
CRSER|1|1|Power/etal/1992|124||no|no|minor
CSKEE|1|1|Gippert/Web|41||yes|no|sdisc
CSKEE|1|1|Korolev/1984|63||inc|inc|cdisc
CSKEE|1|1|Macalister/1945|46--47||no|yes|cdisc
CSKEE|1|1|McManus/1991|66, 108, 111--112||no|no|cdisc
CSKEE|1|1|Ziegler/1994|156, 255||no|no|cdisc
CSMO|1|1|Gippert/Web|Ogham 47||yes|yes|sdisc
CSMO|1|1|Macalister/1945|51--52||no|yes|cdisc
CSTGR|1|1|Brindley/Kilfeather/1993|12||no|no|cdisc
CSTGR|1|1|Macalister/1945|19, note 2||no|no|minor
CSTLD|1|1|Huebner/1876|7||no|yes|cdisc
CSTLD|1|1|Macalister/1945|465--466|drawing|no|yes|sdisc
CSTLD|1|1|Okasha/1993|92--95|photograph|yes|no|sdisc
CSTLD|1|1|Thomas/1994|279--280, figs. 17.2 & 17.18|drawings|no|yes|sdisc
CUBRT|1|1|Huebner/1876|4||no|yes|cdisc
CUBRT|1|1|Macalister/1945|455|drawing|no|yes|sdisc
CUBRT|1|1|Okasha/1993|97--99|photograph|yes|no|sdisc
CUBRT|1|1|Thomas/1994|282--283, fig. 17.18|drawing|no|yes|sdisc
CURMO|1|1|Macalister/1945|198--199||yes|yes|cdisc
CURMO|1|1|McManus/1991|67||no|no|read
CURMO|1|1|Ziegler/1994|269||no|no|read
DEELI|1|1|Gippert/Web|106||yes|yes|sdisc
DEELI|1|1|Macalister/1945|107--108||no|yes|cdisc
DEELI|1|1|McManus/1991|95||no|no|minor
DEELI|1|1|Ziegler/1994|260, 155--156||no|no|minor
DEGAS|1|1|Macalister/1945|213--214||no|yes|cdisc
DELGA|1|1|Macalister/1949|87, Plate VII||no|yes|minor
DELGA|1|1|Petrie/1878|61--62, Plate XXXV||no|yes|cdisc
DENAN|1|1|Macalister/1945|214--215||no|yes|cdisc
DENAN|1|1|OSullivan/etal/1996|242, 244, Plate 63||yes|yes|cdisc
DENAN|1|1|Ziegler/1994|inc||no|no|other
DERIV|1|1|Macalister/1945|199--200||no|yes|cdisc
DERIV|1|1|OSullivan/etal/1996|242||no|no|cdisc
DFYNG|1|1|Macalister/1945|317--18||no|yes|cdisc
DFYNG|1|1|Nash-Williams/1950|69||no|yes|cdisc
DFYNG|1|2|Hubner/1876|18||no|yes|list
DFYNG|1|2|Macalister/1945|317--18||no|yes|cdisc
DFYNG|1|2|Nash-Williams/1950|69--71||yes|yes|cdisc
DFYNG|1|2|Rhys/1873|10||no|no|minor
DFYNG|1|2|Westwood/1876|65--66||no|yes|sdisc
DINGL|1|1|Cuppage/etal/1986|254--255||no|no|list
DINGL|1|1|Macalister/1945|171--172||no|yes|cdisc
DINGL|1|1|Ziegler/1994|132--134||no|no|cdisc
DKEAR|1|1|Macalister/1945|227||no|no|minor
DKEAR|1|1|OSullivan/etal/1996|276||no|yes|cdisc
DKEAR|1|1|Ziegler/1994|271||no|no|other
DLEEK|1|1|Macalister/1949|33, Plate VIII||no|yes|cdisc
DNARD|1|1|Gippert/Web|Ogham 48||yes|yes|sdisc
DNARD|1|1|Macalister/1897|76--77||no|yes|cdisc
DNARD|1|1|Macalister/1945|52--53||yes|yes|cdisc
DNBUL|1|1|Macalister/1945|65--66||no|yes|cdisc
DNMOR|1|1|Gippert/Web|Ogham 26||yes|yes|sdisc
DNMOR|1|1|Macalister/1945|30--31||no|yes|cdisc
DNMOR|1|1|McManus/1991|66, 76||no|no|minor
DNWAY|1|1|McManus/1991|72||no|no|cdisc
DNWAY|2|1|McManus/1991|72--73||no|no|minor
DNWAY|3|1|McManus/1991|72--73||no|no|minor
DOOGH|1|1|Macalister/1945|11|drawing|no|yes|cdisc
DOOGH|1|1|Rhys/1898|232--233|no|no||-----
DRCOM|1|1|Macalister/1945|298--299||no|yes|cdisc
DRLUS|1|1|Macalister/1945|215--216||no|yes|cdisc
DRLUS|1|1|McManus/1991|81, 96||no|no|minor
DRLUS|1|1|OSullivan/etal/1996|55--56, Fig. 33, Plate 20||yes|yes|cdisc
DRLUS|1|1|Ziegler/1994|147--148, 199--200, 270||no|no|sdisc
DROMR|1|1|Macalister/1945|262--263||no|yes|cdisc
DROMR|1|1|Ziegler/1994|194, 274||no|no|cdisc
DROMR|2|1|Macalister/1945|263--265||yes|no|cdisc
DROMR|2|1|Ziegler/1994|205, 274||no|no|cdisc
DROMR|3|1|Macalister/1945|264--265||no|yes|cdisc
DROMR|3|1|Ziegler/1994|147--148, 274||no|no|cdisc
DROUK|1|1|Macalister/1945|218--219||no|yes|minor
DROUK|1|1|Ziegler/1994|125, 271||no|no|minor
DROYN|1|1|Forsyth/1994|511||yes|yes|minor
DRUML|1|1|Macalister/1945|268--269||no|no|cdisc
DRUML|2|1|Macalister/1945|269--270||no|yes|cdisc
DRUML|2|1|Ziegler/1994|145, 193-194, 275||no|no|cdisc
DRUML|3|1|Macalister/1945|270--271||no|yes|cdisc
DRUML|3|1|Ziegler/1994|275||no|no|minor
DRUML|5|1|Macalister/1945|272--273||no|yes|cdisc
DRUML|5|1|Ziegler/1994|136--137, 275||no|no|cdisc
DRUML|6|1|Macalister/1945|273--274||no|yes|minor
DRUML|6|1|Ziegler/1994|137, 228, 275||no|no|cdisc
DRUML|7|1|Macalister/1945|274||no|yes|cdisc
DRUML|8|1|Macalister/1945|275||no|yes|cdisc
DRUML|8|1|Ziegler/1994|166, 205, 276||no|no|cdisc
DRUML|9|1|Macalister/1945|275--276||no|yes|cdisc
DRUML|10|1|Macalister/1945|276--277||yes|yes|cdisc
DRUML|10|1|Ziegler/1994|233, 276||no|no|list
DRUML|10|2|Macalister/1945|276--277||yes|yes|cdisc
DRUMM|1|1|Gippert/Web|Ogham 11||yes|yes|sdisc
DRUMM|1|1|Macalister/1945|16||no|no|minor
DRUMM|1|1|McManus/1991|102||no|no|minor
DRUMM|1|1|Ziegler/1994|253||no|no|read
DUNAD|1|1|Forsyth/1996|227--241||yes|yes|sdisc
DUNAL|1|1|Macalister/1945|304||no|yes|cdisc
DUNB|1|1|Macalister/1945|34--35||no|yes|cdisc
DUNB|1|1|Ziegler/1994|140, 174, 255||no|no|cdisc
DUNB|2|1|Macalister/1945|35||no|yes|minor
DUNB|2|1|Ziegler/1994|182--184, 213,255||no|no|cdisc
DUNER|1|1|Macalister/1949|30||no|no|minor
DUNER|1|1|Petrie/1878|69, Fig. 77a||no|yes|list
DUNER|2|1|Macalister/1949|30--31, Plate VII||no|yes|cdisc
DUNGM|1|1|Macalister/1945|301||no|yes|cdisc
DUPLN|1|1|Forsyth/1995|237--244||yes|yes|sdisc
DUPLN|1|1|Forsyth/1996|252--260, plus figures||yes|yes|sdisc
DUPLN|1|2|Forsyth/1995|237--239||yes|no|sdisc
DUPLN|1|2|Forsyth/1996|249--251||yes|yes|sdisc
DUROW|1|1|Harbison/1992|79--83||no|no|cdisc
DUROW|1|1|Macalister/1949|39--40||no|no|cdisc
DUROW|1|2|Macalister/1949|39--40||no|no|cdisc
DUROW|2|1|Macalister/1949|40--41||no|yes|minor
DUROW|2|1|Petrie/1878|56, Plate XXXI||no|yes|cdisc
DUROW|3|1|Macalister/1949|41--42||no|yes|cdisc
DUROW|3|1|Petrie/1878|56--57, Plate XXXI||no|yes|cdisc
EGLWC|1|1|Jackson/1953|174, 185-186, 456, 461, 463|no|no||sdisc
EGLWC|1|1|Macalister/1945|346--347|yes|no||sdisc
EGLWC|1|1|Nash-Williams/1950|109--111|plate III|yes||cdisc
EGLWC|1|1|Rhys/1889|225--229|yes|no||sdisc
EGLWC|1|2|Macalister/1921|22|no|no||other
EGLWC|1|2|Macalister/1945|346--347|yes|no||sdisc
EGLWC|1|2|Nash-Williams/1950|109-111|plate III, fig 112|yes||cdisc
EGLWC|1|2|Rhys/1889|224--227|yes|no||sdisc
EGRMT|1|1|Jackson/1953|291, 502|no|no||other
EGRMT|1|1|Macalister/1945|347|yes|no||sdisc
EGRMT|1|1|Nash-Williams/1950|111|fig. 113|no||cdisc
EGRMT|1|1|Rommily Allen/1889|305--306|fig 1, 2|no||sdisc
EGRMT|1|1|Thomas/1994|288|no|no||minor
EMLGE|1|1|Cuppage/etal/1986|255||no|no|cdisc
EMLGE|1|1|Gippert/Web|180||yes|yes|sdisc
EMLGE|1|1|Macalister/1945|172--173||no|yes|cdisc
EMLGE|1|1|McManus/1991|66||no|no|cdisc
EMLGE|1|1|Ziegler/1994|143, 144, 267||no|no|cdisc
EOGWL|1|1|Okasha/1993|100--102|photograph|yes|no|sdisc
EOGWL|1|1|Radford/1969|79--81||no|yes|sdisc
EOGWL|1|1|Thomas/1994|281|none|no|no|sdisc
FARAN|1|1|Cuppage/etal/1986|354||no|no|minor
FARDL|1|1|Huebner/1876|9||no|yes|cdisc
FARDL|1|1|Macalister/1945|468--469|drawing|no|yes|sdisc
FARDL|1|1|Okasha/1993|104--107|photograph|yes|no|sdisc
FARDL|1|1|Thomas/1994|267--268|drawing|no|yes|sdisc
FARDL|1|2|Huebner/1876|9||no|yes|cdisc
FARDL|1|2|Macalister/1945|468--469|drawing|no|yes|sdisc
FARDL|1|2|Okasha/1993|103--107|photograph|yes|no|sdisc
FARDL|1|2|Thomas/1994|267--268|drawing|no|yes|sdisc
FARDL|1|3|Huebner/1876|9||no|yes|cdisc
FARDL|1|3|Macalister/1945|468--469|drawing|no|yes|sdisc
FARDL|1|3|Okasha/1993|103--107|photograph|yes|no|sdisc
FARDL|1|3|Thomas/1994|266--267|drawing|no|yes|sdisc
FCHRW|1|1|Anon/1901|57||no|no|minor
FCHRW|1|1|Fox/1939|34--35||yes|no|other
FCHRW|1|1|Huebner/1876|22||no|yes|list
FCHRW|1|1|Lhwyd/1848|310||no|yes|cdisc
FCHRW|1|1|Macalister/1949|152--153, pl. LIII||no|yes|cdisc
FCHRW|1|1|Nash-Williams/1950|132, pl. XXIX, fig. 143||yes|yes|cdisc
FCHRW|1|1|RCHAMW/1976|36, pl. 2||yes|no|cdisc
FCHRW|1|1|Rhys/1875|370||no|no|cdisc
FCHRW|1|1|TS/1862|134||no|no|minor
FCHRW|1|1|Westwood/1879|3--5||no|yes|cdisc
FESTG|1|1|Macalister/1945|390||no|no|cdisc
FESTG|1|1|Nash-Williams/1950|167||no|no|cdisc
FIDUP|1|1|Gippert/Web|Ogham 31||yes|no|cdisc
FIDUP|1|1|Macalister/1945|35--36||no|yes|sdisc
FINNE|1|1|Macalister/1949|120, Plate XLV||no|yes|cdisc
FKWOO|1|1|Macalister/1945|70--72||no|yes|cdisc
FKWOO|1|1|McManus/1991|93||no|no|other
FKWOO|1|1|Ziegler/1994|164--165, 239--240, 257||no|no|cdisc
FORTW|1|1|Macalister/1945|134--135||no|yes|cdisc
FORTW|1|1|McManus/1991|65, 80||no|no|read
FORTW|1|1|Ziegler/1994|231--232, 243, 263||no|no|cdisc
FOXCA|1|1|Macalister/1945|277--278||no|yes|cdisc
FOXCA|1|1|Ziegler/1994|276||no|no|other
FUERT|1|1|Macalister/1949|14--15, Plate IV||no|yes|minor
FUERT|1|1|Petrie/1878|12, Plate VII||no|yes|cdisc
FUERT|2|1|Macalister/1949|15||no|no|cdisc
FUERT|2|1|Petrie/1878|12--13, Plate VIII||no|yes|cdisc
GALPR|1|1|Macalister/1949|72--73||no|yes|cdisc
GALPR|1|1|Petrie/1872|74, Fig.175. Pl. 73||no|yes|cdisc
GALPR|2|1|Macalister/1949|72--73, Plate IV||no|yes|cdisc
GALPR|3|1|Macalister/1949|73||no|no|cdisc
GALPR|4|1|Macalister/1949|73--74, Plate IV||no|yes|cdisc
GALPR|5|1|Macalister/1949|74, Plate XXXV||no|yes|cdisc
GALPR|6|1|Macalister/1949|74, Plate XXXVI||no|yes|cdisc
GALPR|7|1|Macalister/1949|74, Plate XXXV||no|yes|minor
GALPR|8|1|Macalister/1949|74--75, Plate XXXV||no|yes|minor
GALPR|9|1|Macalister/1949|75, Plate XXXV||no|yes|cdisc
GALPR|10|1|Macalister/1949|75, Plate XXXV||no|yes|minor
GALPR|11|1|Macalister/1949|75, Plate XXXV||no|yes|cdisc
GALPR|12|1|Macalister/1949|75, Plate XXXV||no|yes|cdisc
GALPR|13|1|Macalister/1949|75, Plate XXXVI||no|yes|cdisc
GALPR|14|1|Macalister/1949|75, Plate XLV||no|yes|cdisc
GALPR|15|1|Macalister/1949|76--77, Frontispiece||yes|yes|cdisc
GAMIL|1|1|Macalister/1945|278--279||no|yes|cdisc
GAMIL|1|1|Ziegler/1994|185, 200, 276||no|no|read
GAMIL|2|1|Macalister/1945|279||no|yes|minor
GAMIL|2|1|Ziegler/1994|276||no|no|cdisc
GARES|1|1|Gippert/Web|81||yes|yes|sdisc
GARES|1|1|Macalister/1945|83--84||yes|yes|cdisc
GARES|1|1|Ziegler/1994|145--146, 144--145, 258||no|no|cdisc
GEARS|1|1|McManus/1991|70--71||no|no|cdisc
GEARS|1|1|OSullivan/etal/1996|232||no|no|cdisc
GEARS|1|1|Ziegler/1994|139||no|no|cdisc
GIGHA|1|1|Forsyth/1996|291--297||yes|no|sdisc
GLEBE|1|1|Macalister/1945|129--130||no|yes|cdisc
GLEBE|1|1|Ziegler/1994|194, 220||no|no|cdisc
GLEBE|2|1|Macalister/1945|130||no|yes|cdisc
GLEBE|2|1|Ziegler/1994|191||no|no|cdisc
GLEBE|3|1|Macalister/1945|130||no|yes|cdisc
GLEND|1|1|Macalister/1949|81||no|no|list
GLEND|1|1|Petrie/1878|59--60, Plate XXXII||no|yes|cdisc
GLEND|2|1|Macalister/1949|81--82, Plate XXXVII||no|yes|cdisc
GLEND|3|1|Macalister/1949|82||no|no|list
GLEND|3|1|Petrie/1878|60,  Plate XXXIII||no|yes|cdisc
GLEND|4|1|Macalister/1949|82||no|no|minor
GLEND|4|1|Petrie/1878|60, Plate XXXIII||no|yes|cdisc
GLEND|5|1|Macalister/1949|82, Plate XXXVII||no|yes|cdisc
GLEND|5|1|Petrie/1878|60--61, Plate XXXIV||no|yes|cdisc
GLEND|5|2|Macalister/1949|82, Plate XXXVII||no|yes|cdisc
GLEND|5|2|Petrie/1878|60, Plate XXXIII||no|yes|cdisc
GLEND|6|1|Macalister/1949|82--83||no|no|minor
GLEND|6|1|Petrie/1878|60, Plate XXXIII||no|yes|cdisc
GLEND|7|1|Macalister/1949|83, Plate XLII||no|yes|cdisc
GLEND|8|1|Macalister/1949|83, Plate XXXVI||no|yes|cdisc
GLEND|9|1|Macalister/1949|83--84, Plate LX||no|yes|cdisc
GLEND|10|1|Macalister/1949|84||no|no|cdisc
GLEND|11|1|Macalister/1949|84||no|no|cdisc
GLEND|12|1|Macalister/1949|84--86, Plate XXXVI||no|yes|sdisc
GLEND|13|1|Macalister/1949|86||no|no|minor
GLEND|13|1|Petrie/1878|58||no|no|minor
GLEWI|1|1|Macalister/1945|66--67||no|yes|cdisc
GLEWI|1|1|McManus/1991|66||no|no|list
GLEWI|1|1|Ziegler/1994|153, 174||no|no|cdisc
GLEWI|1|2|Macalister/1945|66--67||no|yes|cdisc
GLEWI|1|2|McManus/1991|66, 95||no|no|cdisc
GLEWI|1|2|Ziegler/1994|143, 170||no|no|cdisc
GLEWI|2|1|Gippert/Web|64||yes|yes|sdisc
GLEWI|2|1|Macalister/1945|68--69||yes|yes|cdisc
GLEWI|2|1|McManus/1991|67||no|no|other
GLEWI|2|1|Ziegler/1994|195||no|no|cdisc
GLHAN|1|1|Cuppage/etal/1986|204||no|no|cdisc
GLHAN|1|1|Macalister/1945|175--177||no|yes|cdisc
GLHAN|1|1|McManus/1991|132||no|no|minor
GLINS|1|1|Cuppage/etal/1986|255||no|no|other
GLLOG|1|1|Macalister/1945|109||no|yes|cdisc
GLLOG|1|1|McManus/1991|65, 93--94||no|no|cdisc
GLLOG|1|1|Power/etal/1997|167--168||no|no|minor
GLLRS|1|1|Cuppage/etal/1986|289||no|no|cdisc
GLLRS|1|1|Macalister/1949|96, pl. XLI||no|yes|cdisc
GLNMO|1|1|Cuppage/etal/1986|255||no|no|cdisc
GLNMO|1|1|Macalister/1945|174--175||no|yes|cdisc
GLNMO|1|1|McManus/1991|66||no|no|list
GLOON|1|1|Macalister/1949|122, Plate XXXVI||no|yes|cdisc
GLOON|2|1|Macalister/1949|122, Plate XXXVI||no|yes|cdisc
GLSHS|1|1|Power/etal/1994|63||no|no|minor
GOLPI|1|1|Forsyth/1996|307--319||yes|yes|sdisc
GORGH|1|1|Cuppage/etal/1986|226||no|yes|cdisc
GORGH|1|1|Macalister/1945|177--178||no|yes|cdisc
GORGH|1|1|McManus/1991|94--95||no|no|other
GOUR|1|1|Macalister/1945|72||no|yes|cdisc
GOUR|1|1|Power/etal/1991|125||no|no|cdisc
GOWRN|1|1|Gippert/Web|Ogham 32||yes|yes|sdisc
GOWRN|1|1|Macalister/1897|6, 11, 13, 33, 57||no|no|cdisc
GOWRN|1|1|Macalister/1945|37--38||no|yes|cdisc
GRANG|1|1|Macalister/1945|265||no|yes|cdisc
GRENL|1|1|Macalister/1945|62||no|yes|cdisc
GRENL|1|1|McManus/1991|49, 109, 179||no|no|cdisc
GRENL|1|1|Power/etal/1997|168, Fig. 39||yes|no|cdisc
GRENL|2|1|Macalister/1945|62||no|yes|cdisc
GRENL|2|1|Power/etal/1997|168||no|no|cdisc
GRISL|1|1|Macalister/1945|48||no|yes|cdisc
GRISL|1|1|Ziegler/1994|135, 196, 255||no|no|cdisc
GRMGH|1|1|Macalister/1945|38||no|no|minor
GRTMA|1|1|Macalister/1945|219, pl. on 220||yes|no|cdisc
GULV1|1|1|Heubner/1876|2||no|yes|cdisc
GULV1|1|1|Jackson/1953|140--141, 171--172||no|no|cdisc
GULV1|1|1|Macalister/1945|440|none|no|no|sdisc
GULV1|1|1|Okasha/1993|109--111|photograph|yes|no|sdisc
GULV1|1|1|Thomas/1994|271, fig. 16.9|photograph|yes|no|sdisc
GULV2|1|1|Langdon/1896|373|drawing|no|yes|sdisc
GULV2|1|1|Macalister/1945|440|drawing|no|yes|sdisc
GULV2|1|1|Okasha/1993|113--115|photo|yes|no|sdisc
GURAN|1|1|Macalister/1945|247||no|yes|cdisc
HAREI|1|1|Macalister/1949|80||no|no|cdisc
HAREI|1|1|Petrie/1872|45, Plate XXXV||no|yes|cdisc
HAYLE|1|1|Huebner/1876|3||no|yes|cdisc
HAYLE|1|1|Macalister/1945|457--458|drawing|no|yes|sdisc
HAYLE|1|1|Okasha/1993|116--120|drawing|yes|no|sdisc
HAYLE|1|1|Thomas/1994|192--193|drawing|no|yes|sdisc
HENEG|1|1|Dark/1992a|60|yes|no|inc|other
HENEG|1|1|Huebner/1876|53|yes|no|yes|minor
HENEG|1|1|Hughes/1924|57-58|yes|no|inc|inc
HENEG|1|1|Jones/1846|66--67|yes|no|yes|cdisc
HENEG|1|1|Macalister/1949|128, pl. LXLIX|yes|no|yes|cdisc
HENEG|1|1|Nash-Williams/1950|53, pl/lxi, fig.14||yes|yes|cdisc
HENEG|1|1|Radford/1937b|civ||no|yes|minor
HENEG|1|1|Westwood/1879|191, plate 85 fig 5.|yes|no|inc|inc
HENFN|1|1|Macalister/1949|139, Plate LVIII||no|yes|cdisc
HENFN|1|1|Nash-Williams/1950|95, XXIV||yes|no|cdisc
HENFN|1|1|Rhys/1896|110--111||yes|no|cdisc
HENFN|1|1|Westwood/1880|299||no|yes|cdisc
HENLL|1|1|Huebner/1876|31|yes|no|yes|illus
HENLL|1|1|Jackson/1953|140-141, 143, 170-171|no|no|no|cdisc
HENLL|1|1|Macalister/1945|348--349|yes|no|yes|cdisc
